TF_name,cell_line,TF_cell_line,odds_ratio,p_value,overlap_bp_NFR,overlap_bp_NDR,qvalues
GMEB2,HepG2,GMEB2_HepG2,0.0512893231611394,1,19,70,1
HES1,MCF-7,HES1_MCF-7,0.0437365317407575,1,300,176,1
HINFP,HepG2,HINFP_HepG2,0.0402854765134216,1,788,3694,1
HLF,HepG2,HLF_HepG2,1.3941527868621,5.33139948059887e-77,24010,3255,7.5705872624504e-76
HNF1A,HepG2,HNF1A_HepG2,3.03039446946634,0,15086,941,0
HNF1B,HepG2,HNF1B_HepG2,2.01965053052352,2.60832460898098e-64,5568,521,3.2207138650026e-63
HNF4A,HepG2,HNF4A_HepG2,2.59252005057786,0,30988,2260,0
HNF4G,HepG2,HNF4G_HepG2,2.32547882696708,2.49535349374936e-242,16203,1317,8.85850490281023e-241
HOXA5,HepG2,HOXA5_HepG2,1.12432981397218,0.221459828108009,357,60,0.924920458568743
HSF1,MCF-7,HSF1_MCF-7,0.144689490179078,1,812,144,1
HSF2,HepG2,HSF2_HepG2,0.733728739775843,0.999999999999993,3188,821,1
IKZF1,HepG2,IKZF1_HepG2,2.07859446146114,0.00816564948110616,121,11,0.0386507408772358
IRF1,HepG2,IRF1_HepG2,0.39523545865774,1,1368,654,1
IRF2,HepG2,IRF2_HepG2,0.428411794340009,1,3433,1514,1
IRF3,HeLa-S3,IRF3_HeLa-S3,0.259703794227608,0.999999704269362,166,20,1
IRF5,HepG2,IRF5_HepG2,0.28747380400213,1,356,234,1
ISL2,HepG2,ISL2_HepG2,0.915803418210526,0.89298531769224,1105,228,1
ISX,HepG2,ISX_HepG2,0.710859181319773,0.933080561580643,79,21,1
JUN,H1,JUN_H1,0.363901867077609,1,1203,204,1
JUN,HeLa-S3,JUN_HeLa-S3,1.12469876622728,0.00592972808180432,16714,465,0.0285430978852954
JUN,HepG2,JUN_HepG2,0.836066103076805,0.999999999983636,7699,1740,1
JUN,MCF-7,JUN_MCF-7,0.293806879863365,1,2897,253,1
JUND,H1,JUND_H1,1.86693216277304,2.09424102607002e-34,9768,323,1.85863891063714e-33
JUND,HeLa-S3,JUND_HeLa-S3,1.47142543580722,8.27027079818549e-104,132612,2821,1.67768350477477e-102
JUND,HepG2,JUND_HepG2,1.18278369027273,1.12251239415767e-28,30272,4837,9.37627999825818e-28
